법인등록번호,자산총액,직전사업결산일자,자본금액,자본총액,회사구분,부채총액,소속회사명,기업공개일자,기업설립일,집단편입일,업종코드,업종명,상시종업원수,공개년월,출력순위,대표자명,매출액,결산기일,당기순이익,기업집단명,rcmgCode
1.10E+12,55988000000,20210326,0,-34841000000,금융보험업,90829000000,그랜드제칠차 유한회사,,20130704,20180401,K64,금융업,0,202105,1163,정성훈,2817000000,20201231,-2236000000,효성,21076084
1.10E+12,21108000000,20210326,0,-10979000000,금융보험업,32087000000,그랜드제오차 유한회사,,20130509,20180401,K64,금융업,0,202105,1161,정성훈,2831000000,20201231,2269000000,효성,21018342
1.10E+12,16952000000,20210326,3000000,-39711000000,금융보험업,56663000000,프로베스트킹덤제일차 유한회사,,20140918,20180401,K64,금융업,0,202105,2397,정성훈,0,20201231,-1963000000,효성,24017662
1.10E+12,15526000000,20200326,0,-8526000000,금융보험업,24052000000,그랜드제육차 유한회사,,20130704,20180401,K64,금융업,0,202105,1162,정성훈,317000000,20201231,-856000000,효성,21076247
1.10E+12,1890000000,20210326,100000000,105000000,일반회사,1785000000,이태원클라쓰문화산업전문회사,,20190627,20190627,J60,방송업,0,202105,13,함영훈,20900000000,20201231,19000000,중앙,2102807082
1.10E+12,24507000000,20210324,25066000000,24499000000,금융보험업,8000000,발레겐,,20190627,20190627,K64,금융업,0,202105,1527,김성중,980000000,20201231,973000000,IMM인베스트먼트,2102807023
1.10E+12,3.34E+11,20210331,3.34E+11,3.34E+11,금융보험업,6000000,우그웨이투,,20190715,20190715,K64,금융업,0,202105,2042,이갑재,0,20201231,-10000000,IMM인베스트먼트,2102904112
1.10E+12,2.05E+11,20210323,2.06E+11,2.05E+11,금융보험업,,에스케이에스미래에셋콘텐츠,,20191031,20200203,K64,금융업,0,202105,1847,"홍동희, 김주철",1009000000,20201231,1005000000,미래에셋,2103401519
1.10E+12,1.20E+11,20210331,1.21E+11,1.20E+11,금융보험업,5000000,웨스트원,,20191122,20191122,K64,금융업,0,202105,2058,나성민,0,20201231,-7000000,IMM인베스트먼트,2103503181
1.10E+12,3.37E+11,20210324,3.52E+11,3.37E+11,금융보험업,6000000,아이엠엠티이피,,20191209,20191209,K64,금융업,0,202105,1752,진만,-6046000000,20201231,-12794000000,IMM인베스트먼트,2103509105
1.10E+12,2.14E+11,20210329,2.08E+11,2.14E+11,금융보험업,6000000,바이슨,,20200103,20200103,K64,금융업,0,202105,1526,진만,5789000000,20201231,5782000000,IMM인베스트먼트,2103609608
1.10E+12,48787000000,20210324,49471000000,48065000000,금융보험업,722000000,루오마,,20200106,20200106,K64,금융업,0,202105,1475,김병헌,1000000,20201231,-1406000000,IMM인베스트먼트,2103700259
1.10E+12,78099000000,20210319,78100000000,78098000000,금융보험업,1000000,자스민제일호,,20200207,20200401,K64,금융업,0,202105,2127,안성우,1000000,20201231,-2000000,미래에셋,2103809348
1.10E+12,3502000000,20210330,3500000000,3502000000,일반회사,0,케이클라비스전문투자형사모부동산투자유한회사제19호,,20200305,20200601,L68,부동산업,0,202105,2264,케이클라비스자산운용,1000000,20201231,1000000,지에스,2301207227
1.10E+12,23637000000,20210325,23550000000,23588000000,금융보험업,49000000,클린메디,,20200409,20200601,K64,금융업,0,202105,2314,심재전,431000000,20201231,429000000,유진,2301802792
1.10E+12,1.64E+11,20210330,1.64E+11,1.64E+11,금융보험업,5000000,다토스,,20200724,20200901,K64,금융업,0,202105,1268,이진,200000,20201231,-4600000,IMM인베스트먼트,2302204645
1.10E+12,43521000000,20210330,46585000000,43521000000,금융보험업,0,아네모이제2호 유한회사,,20200902,20201005,K64,금융업,0,202105,1723,이창석,0,20201231,0,삼천리,2303208401
1.10E+12,21595000000,,21673000000,19131000000,금융보험업,2463000000,유진프라이디움전문투자형사모부동산모투자,,20200918,20201102,K64,금융업,0,202105,2082,유진자산운용,0,20201231,-1969000000,유진,2303401761
1.10E+12,47301000000,20210331,47343000000,47301000000,금융보험업,,유진크레딧밸류전문투자형사모부동산모투자,,20201123,20210104,K64,금융업,0,202105,2079,유진자산운용,,20201231,-19000000,유진,2303706165
1.10E+12,25200000000,20210325,25200000000,25200000000,금융보험업,,케이엔반도체투자,,20210115,20210302,K64,금융업,0,202105,2255,박지웅,,20201231,,한국투자금융,2401308266
1.10E+12,30067000000,,30067000000,30067000000,금융보험업,0,한투에스지제일호,,20210209,20210302,K64,금융업,0,202105,2470,"이승호,김세일",0,20201231,0,한국투자금융,2401501619
1.10E+12,1.21E+11,,1.21E+11,1.21E+11,금융보험업,0,매니아원,,20210217,20210401,K64,금융업,0,202105,1487,김현중,0,,0,IMM인베스트먼트,2401504174
1.10E+12,23465000000,,23465000000,23465000000,금융보험업,0,토탈클린,,20210324,20210501,K64,금융업,0,202105,2343,심재전,,20211231,,유진,2502806618
1.10E+12,4198000000,20210331,2918000000,2945000000,일반회사,1253000000,성암허심,,20160120,20190501,L68,부동산업,1,202105,9,임정,71000000,20201231,7000000,롯데,1802408081
1.10E+12,19153000000,,16005000000,14933000000,금융보험업,4220000000,로터스원,,20161207,20210501,K65,보험 및 연금업,0,202105,4,이건훈,0,20201231,-2000000,효성,1902102034
1.10E+12,68482000000,20210316,370000000,67284000000,일반회사,1198000000,유한책임회사 엔엑스프로퍼티스,,20010412,20010412,L68,부동산업,3,202105,2085,권영민,989000000,20201231,1513000000,넥슨,214529
1.10E+12,1.32E+11,20210316,108000000,1.28E+11,일반회사,3953000000,유한책임회사 와이즈키즈,,20010203,20010203,C33,기타 제품 제조업,7,202105,2086,김진의,282000000,20201231,14905000000,넥슨,196338
1.12E+12,1.86E+11,20210324,11727000000,78093000000,일반회사,1.08E+11,한강씨엠,,19941206,20080625,C10,식료품 제조업,299,202105,2411,황인창,1.39E+11,20201231,-4057000000,하림,171847
1.12E+12,5175000000,20210331,150000000,1499000000,일반회사,3676000000,씨에스베스트,,20030603,20171124,G46,도매 및 상품 중개업,10,202105,424,한동한,4953000000,20201231,50000000,IMM인베스트먼트,502623
1.15E+12,20600000000,20210325,8200000000,-20898000000,일반회사,41498000000,남양개발,,19960819,20020401,F41,종합 건설업,2,202105,67,이용곤외1,0,20201231,-2815000000,부영,213872
1.15E+12,23059000000,20210326,2255000000,10347000000,일반회사,12712000000,그린환경기술,,19990517,20191201,E38,"폐기물 수집, 운반, 처리 및 원료 재생업",19,202105,50,이재환,9058000000,20201231,2553000000,한국투자금융,133446
1.15E+12,12034000000,20210325,1350000000,10434000000,일반회사,1600000000,도시환경,,20030103,20190515,E38,"폐기물 수집, 운반, 처리 및 원료 재생업",34,202105,1321,김귀조,10953000000,20201231,3267000000,한국투자금융,285163
1.15E+12,1.44E+11,20200929,4791000000,-38037000000,일반회사,1.82E+11,예지실업,,19841205,20140102,R91,스포츠 및 오락관련 서비스업,47,202105,613,윤성대,12123000000,20200630,-28979000000,이랜드,910236
1.15E+12,3516000000,20210326,200000000,3404000000,일반회사,112000000,태일캐터링,,19971223,20030401,C10,식료품 제조업,21,202105,2340,안효창,2217000000,20201231,-735000000,한진,159281
1.16E+12,97722000000,20210329,19990000000,56222000000,일반회사,41500000000,호반서서울,,19890119,20190401,R91,스포츠 및 오락관련 서비스업,75,202105,2583,이정호,18936000000,20201231,4516000000,호반건설,814334
1.16E+12,4567000000,20210319,3200000000,4158000000,회사정리절차개시,409000000,에코술이홀,,20031209,20040102,E37,"하수, 폐수 및 분뇨 처리업",2,202105,1930,민경수,4333000000,20201231,1841000000,DL,372696
1.16E+12,4.35E+11,20210325,23282000000,3.11E+11,일반회사,1.24E+11,인선이엔티,20020614,19971106,20190605,E38,"폐기물 수집, 운반, 처리 및 원료 재생업",154,202105,2112,이준길,1.31E+11,20201231,30943000000,아이에스지주,122315
1.16E+12,3.44E+11,20210331,2200000000,1.24E+11,일반회사,2.20E+11,대방산업개발,,20020725,20020725,F41,종합 건설업,122,202105,1283,윤대인,74660000000,20201231,-3243000000,대방건설,479507
1.20E+12,3.25E+13,20210323,6.67E+11,1.64E+13,일반회사,1.60E+13,현대제철,19870523,19530610,20010402,C24,1차 금속 제조업,11571,202105,2563,안동일,1.56E+13,20201231,-4.56E+11,현대자동차,370142
1.20E+12,61556000000,20210322,1.12E+11,38866000000,일반회사,22690000000,에이치디씨영창,,19561103,20060801,G46,도매 및 상품 중개업,70,202105,1905,김홍진,73728000000,20201231,3138000000,에이치디씨,390046
1.20E+12,6494000000,20210311,3008000000,3265000000,일반회사,3229000000,인천일보,,19801201,20170601,J58,출판업,99,202105,714,김영환,8455000000,20201231,284000000,부영,341231
1.20E+12,42099000000,20210324,12726000000,12834000000,일반회사,29265000000,모보,,19840712,20120702,C28,전기장비 제조업,60,202105,210,이수열,1.06E+11,20201231,144000000,엘에스,168530
1.20E+12,70621000000,20210326,3000000000,26263000000,일반회사,44358000000,아름일렉트로닉스,,19870425,20170901,C26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",228,202105,1725,어용수,65518000000,20201231,-475000000,한국타이어,48399
1.20E+12,2144000000,20210325,300000000,-88000000,일반회사,2232000000,에스엠글로벌유통,,20000316,20161208,G46,도매 및 상품 중개업,14,202105,1788,김대식,15152000000,20201231,-189000000,SM,13059129
1.20E+12,5706000000,20210331,5000000000,-5372000000,일반회사,11078000000,신세계야구단,,20000322,20210401,R91,스포츠 및 오락관련 서비스업,58,202105,400,민경삼,43206000000,20201231,-681000000,신세계,136740
1.20E+12,5.18E+12,20210325,1.08E+12,1.50E+12,일반회사,3.68E+12,두산인프라코어,20010202,20001023,20050601,C29,기타 기계 및 장비 제조업,2804,202105,1356,손동연,2.71E+12,20201231,-37858000000,두산,152018
1.20E+12,5.44E+12,20200330,2.22E+11,1.68E+12,일반회사,3.76E+12,한국지엠,,20020807,20040401,C30,자동차 및 트레일러 제조업,8833,202105,2433,카허 카젬,8.50E+12,20201231,-2.97E+11,한국지엠,86314
1.20E+12,20706000000,20210324,1550000000,1868000000,일반회사,18838000000,성인산업,,20021025,20180601,B07,비금속광물 광업; 연료용 제외,7,202105,1639,박영석,11306000000,20201231,426000000,유진,19017052
1.20E+12,1.81E+11,20210322,55001000000,1.70E+11,일반회사,10601000000,동원로엑스인천,,20021223,20170201,H50,수상 운송업,11,202105,1341,은명섭,39852000000,20201231,16675000000,동원,219172
1.20E+12,4.60E+11,20210318,75667000000,1.03E+11,일반회사,3.56E+11,인천종합에너지,,20040610,20150401,D35,"전기, 가스, 증기 및 공기 조절 공급업",81,202105,2117,심성도,1.46E+11,20201231,20039000000,지에스,375106
1.20E+12,13798000000,20210331,110000000,10316000000,일반회사,3482000000,티에스이엔씨,,20050713,20050713,C29,기타 기계 및 장비 제조업,111,202105,930,박찬홍,10137000000,20201231,928000000,셀트리온,481843
1.20E+12,3800000000,20210216,300000000,2025000000,일반회사,1775000000,강화클린,,20051026,20210401,E38,"폐기물 수집, 운반, 처리 및 원료 재생업",12,202105,19,허찬,4375000000,20201231,585000000,IMM인베스트먼트,13059164
1.20E+12,4654000000,20210324,1250000000,3758000000,일반회사,896000000,인천남항부두운영,,20070214,20120201,H52,창고 및 운송관련 서비스업,32,202105,2115,안기배외2,12076000000,20201231,1844000000,씨제이,13012026
1.20E+12,15563000000,20210323,14750000000,14210000000,일반회사,1353000000,이원컨테이너터미널,,20070423,20070601,H52,창고 및 운송관련 서비스업,86,202105,703,김대근,17207000000,20201231,297000000,엘에스,490606
1.20E+12,7701000000,20210317,3860000000,2249000000,일반회사,5452000000,여수엑스포환경,,20071211,20071220,E37,"하수, 폐수 및 분뇨 처리업",0,202105,594,이재수,2886000000,20201231,127000000,태영,16015476
1.20E+12,1.39E+11,20210325,67500000000,12649000000,일반회사,1.26E+11,대우송도호텔,,20071221,20110405,I55,숙박업,157,202105,1296,한승,18326000000,20201231,-7308000000,대우건설,688866
1.20E+12,5.57E+11,20210326,45000000000,98161000000,일반회사,4.59E+11,진에어,20171208,20080123,20080301,H51,항공 운송업,1903,202105,783,최정호,2.72E+11,20201231,-1.90E+11,한진,13006922
1.20E+12,1.59E+12,20210323,1.00E+11,1.07E+12,일반회사,5.13E+11,디씨알이,,20080508,20080508,L68,부동산업,34,202105,168,배정권,362000000,20201231,-377000000,오씨아이,13013114
1.20E+12,50326000000,20210325,5500000000,22301000000,일반회사,28025000000,한성플랜지,,20081201,20090701,C16,목재 및 나무제품 제조업; 가구 제외,9,202105,1041,김찬규,21141000000,20201231,-1586000000,엘에스,13078187
1.20E+12,2864000000,20210329,100000000,2408000000,일반회사,456000000,더블유에이씨항공서비스,,20090421,20090501,H52,창고 및 운송관련 서비스업,8,202105,1312,조영우,719000000,20201231,1481000000,한진,32033876
1.20E+12,14880000000,20210315,1359000000,11684000000,일반회사,3196000000,한국티비티,,20090817,20130501,H52,창고 및 운송관련 서비스업,30,202105,1028,최광진,4915000000,20201231,884000000,한진,16006305
1.20E+12,45000000,20210329,50000000,45000000,일반회사,,강화조력발전,,20100128,20110405,D35,"전기, 가스, 증기 및 공기 조절 공급업",0,202105,1126,김토문,,20201231,,대우건설,16012987
1.20E+12,11742000000,20210322,623000000,2916000000,일반회사,8825000000,헬리스타항공,,20100402,20150801,H52,창고 및 운송관련 서비스업,9,202105,1071,이용호,63831000000,20201231,1401000000,엘지,19023549
1.20E+12,1.03E+12,20210331,1500000000,3.51E+11,일반회사,6.78E+11,셀트리온홀딩스,,20101125,20101125,N75,사업 지원 서비스업,12,202105,352,유헌영,0,20201231,-44723000000,셀트리온,18015069
1.20E+12,94203000000,20210324,81504000000,81992000000,일반회사,12211000000,아이에이티,,20101216,20110103,C31,기타 운송장비 제조업,4,202105,1741,이수근,1487000000,20201231,-12482000000,한진,16039215
1.20E+12,2.16E+11,20210319,1.07E+11,1.27E+11,일반회사,88463000000,롯데송도쇼핑타운,,20110323,20110502,L68,부동산업,2,202105,1443,김두원,7385000000,20201231,2448000000,롯데,18032456
1.20E+12,11955000000,20210330,100000000,982000000,일반회사,10973000000,컴파트너스,,20110401,20110401,J63,정보서비스업,322,202105,815,"김윤호, 김성필",17387000000,20201231,103000000,네이버,18050753
1.20E+12,4.37E+12,20210319,1.65E+11,2.99E+12,일반회사,1.37E+12,삼성바이오로직스,20161110,20110422,20110601,C21,의료용 물질 및 의약품 제조업,2856,202105,1576,임존종보,1.16E+12,20201231,2.51E+11,삼성,18033268
1.20E+12,1.11E+11,20210331,70000000000,54012000000,일반회사,57402000000,만도브로제,,20110425,20110425,C28,전기장비 제조업,162,202105,1485,이정석,90229000000,20201231,4292000000,한라,18034896
1.20E+12,6043000000,20210324,5460000000,3290000000,일반회사,2753000000,에스엠상선경인터미널,,20110713,20170203,H52,창고 및 운송관련 서비스업,25,202105,1791,정승호,8601000000,20201231,1108000000,SM,18070873
1.20E+12,1.38E+11,20210325,1.51E+11,84007000000,일반회사,54488000000,왕산레저개발,,20111107,20111201,R91,스포츠 및 오락관련 서비스업,6,202105,634,정상호,1502000000,20201231,-24738000000,한진,18078731
1.20E+12,2.62E+12,20210324,1.03E+11,8.05E+11,일반회사,1.82E+12,삼성바이오에피스,,20120228,20120412,M70,연구개발업,921,202105,1577,고크리스토퍼한승,7.83E+11,20201231,1.40E+11,삼성,18082125
1.20E+12,78000000,20210326,100000000,78000000,일반회사,0,아레나레저,,20120614,20120614,N74,사업시설 관리 및 조경 서비스업,0,202105,437,신동철,0,20201231,0,반도홀딩스,21048846
1.20E+12,169000000,20210325,32000000,127000000,일반회사,42000000,파트너,,20120730,20200203,J62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,202105,945,김효빈,236000000,20201231,-37000000,카카오,15082171
1.20E+12,188000000,20200331,105000000,-867000000,일반회사,1055000000,햇살유통,,20120901,20190201,G46,도매 및 상품 중개업,2,202105,1064,김동욱,1190000000,20201231,-335000000,농협,21036175
1.20E+12,10379000000,20210312,50000000,-14041000000,일반회사,24420000000,프레시원미트,,20121123,20140602,G46,도매 및 상품 중개업,52,202105,984,김영욱,73870000000,20201231,-6000000000,씨제이,19070580
1.20E+12,9.88E+11,20210319,1.00E+11,25510000000,일반회사,9.62E+11,롯데인천개발,,20121218,20130201,G47,소매업; 자동차 제외,3,202105,1456,황범석,1.67E+11,20201231,5872000000,롯데,19079706
1.20E+12,4.53E+12,20210329,1.07E+11,1.59E+12,일반회사,2.94E+12,에스케이인천석유화학,,20130701,20130801,C19,"코크스, 연탄 및 석유정제품 제조업",621,202105,1854,최윤석,4.09E+12,20201231,-5.68E+11,에스케이,21075118
1.20E+12,251000000,20210324,10000000,-832000000,일반회사,1083000000,타파스미디어코리아,,20130729,20210302,J63,정보서비스업,26,202105,907,김창원,1011000000,20201231,-661000000,카카오,21083333
1.20E+12,7930000000,20210322,1951000000,790000000,일반회사,7140000000,경산맑은물길,,20140327,20210201,E37,"하수, 폐수 및 분뇨 처리업",0,202105,1136,조영주,2984000000,20201231,-84000000,에스케이,23066818
1.20E+12,4.41E+11,20210319,65000000000,56046000000,일반회사,3.85E+11,롯데인천타운,,20140521,20140701,L68,부동산업,1,202105,1457,황범석,20000000,20201231,-8145000000,롯데,23079880
1.20E+12,2.46E+11,20210324,1.40E+11,1.12E+11,일반회사,1.34E+11,한진인천컨테이너터미널,,20141022,20141201,H52,창고 및 운송관련 서비스업,116,202105,2466,홍창의,53668000000,20201231,1592000000,한진,24026860
1.20E+12,58824000000,20210326,1000000000,6906000000,일반회사,51918000000,에스피에이치,,20141121,20150102,F41,종합 건설업,3,202105,509,박시준,,20201231,-3648000000,포스코,24035449
1.20E+12,68000000,20210331,20000000,-27000000,일반회사,95000000,델라노체,,20141208,20141208,G46,도매 및 상품 중개업,0,202105,133,김재우,0,20201231,0,SM,24039647
1.20E+12,24437000000,20210315,9500000000,14034000000,일반회사,10403000000,포스코인재창조원,,20150202,20150401,P85,교육 서비스업,160,202105,972,김관영,39241000000,20201231,172000000,포스코,1301403034
1.20E+12,1601000000,20210326,300000000,793000000,일반회사,808000000,케이알,,20150304,20150501,H52,창고 및 운송관련 서비스업,134,202105,2251,이상현,5532000000,20201231,344000000,금호아시아나,1302905094
1.20E+12,108000000,20210331,30000000,-36000000,일반회사,144000000,한울코퍼레이션,,20150313,20150313,G47,소매업; 자동차 제외,0,202105,1045,김재우,0,20201231,0,SM,1501508128
1.20E+12,2.76E+11,20210329,17500000000,-83772000000,일반회사,3.60E+11,에어서울,,20150407,20150501,H51,항공 운송업,431,202105,1883,조진만,72131000000,20201231,-77829000000,금호아시아나,1801404716
1.20E+12,121000000,20210311,10000000,22000000,일반회사,99000000,인천출판사,,20170314,20170601,J58,출판업,2,202105,715,김영환,590000000,20201231,58000000,부영,1902605339
1.20E+12,905000000,20210326,300000000,-23000000,일반회사,928000000,에이에이치,,20171228,20180201,H52,창고 및 운송관련 서비스업,205,202105,1885,임민엽,3609000000,20201231,-1656000000,금호아시아나,1903606317
1.20E+12,1664000000,20210326,300000000,63000000,일반회사,1601000000,에이오,,20171228,20180201,H52,창고 및 운송관련 서비스업,266,202105,1893,박정교,10217000000,20201231,-424000000,금호아시아나,1903606722
1.20E+12,5.01E+11,20200330,40000000,42746000000,일반회사,4.59E+11,지엠테크니컬센터코리아,,20190102,20190401,M73,"기타 전문, 과학 및 기술 서비스업",3150,202105,2210,로베르토 로제리오 렘펠,4.81E+11,20201231,15068000000,한국지엠,2102204056
1.20E+12,5226000000,20210329,166000000,1175000000,일반회사,4051000000,지케이더블유라이팅시스템즈코리아,,20190722,20200501,C28,전기장비 제조업,52,202105,2212,피터쉬슬레더,3707000000,20201231,-5194000000,엘지,2102906236
1.20E+12,19903000000,20210305,20000000000,19890000000,일반회사,13000000,에스아이앤엘,,20200323,20200401,H52,창고 및 운송관련 서비스업,1,202105,1785,박영일,,20201231,-110000000,영풍,2301402113
1.20E+12,3.16E+12,20210331,1846000000,3.16E+12,일반회사,4519000000,셀트리온헬스케어홀딩스,,20200925,20201102,N75,사업 지원 서비스업,4,202105,351,유헌영,0,20201231,5818000000,셀트리온,2303405196
1.20E+12,2500000000,20210330,2500000000,2461000000,일반회사,39000000,미추홀맑은물,,20201210,20210104,E36,수도업,0,202105,1522,정준호,0,20201231,-39000000,넷마블,2401104339
1.20E+12,50000000000,,50000000000,50000000000,일반회사,0,아이지이,,20210308,20210503,D35,"전기, 가스, 증기 및 공기 조절 공급업",0,202105,1754,송경열,0,,0,에스케이,2502806621
1.20E+12,12105000000,,1211000000,12105000000,일반회사,0,인천글로벌물류센터,,20210318,20210401,H52,창고 및 운송관련 서비스업,0,202105,2114,류인관,0,20201231,0,한진,2401809149
1.20E+12,5884000000,20210331,500000000,5016000000,일반회사,868000000,송도개발피엠씨,,20181012,20181101,L68,부동산업,38,202105,1651,김석태,6550000000,20201231,1030000000,포스코,2101805858
1.20E+12,16900000000,,16900000000,16900000000,금융보험업,0,그린강화,,20210222,20210401,K64,금융업,0,202105,1165,이기표,0,,0,IMM인베스트먼트,2401505822
1.21E+12,1.09E+12,20210330,3.08E+11,1.31E+11,금융보험업,9.63E+11,한화저축은행,,19971223,20080602,K64,금융업,84,202105,1062,김성일,61608000000,20201231,17589000000,한화,903183
1.21E+12,1389000000,20210324,325000000,-644000000,일반회사,2033000000,알에스미디어,,20140624,20190801,J58,출판업,20,202105,466,손병태,3433000000,20201231,-402000000,카카오,23090053
1.21E+12,99770000000,20210329,20000000000,7868000000,일반회사,91902000000,네오시티,,20170512,20170512,L68,부동산업,11,202105,1206,전재달,12272000000,20201231,-4568000000,태영,1902802140
1.24E+12,73359000000,20210325,56893000000,73279000000,일반회사,80000000,제이에스전선,,19680611,20050302,L68,부동산업,4,202105,2148,황윤섭,,20201231,-2896000000,엘에스,380512
1.24E+12,1.43E+12,20210318,7340000000,1.51E+11,금융보험업,1.28E+12,키움저축은행,,19830218,20130102,K64,금융업,114,202105,904,허흥범,94718000000,20201231,19709000000,다우키움,880477
1.24E+12,22977000000,20210323,550000000,5582000000,일반회사,17395000000,디케이씨,,19860101,20200805,C28,전기장비 제조업,69,202105,171,장윤현,97472000000,20201231,-736000000,엘에스,153257
1.24E+12,4.18E+11,20210330,14296000000,2.44E+11,일반회사,1.74E+11,에스엠스틸,,19900801,20161208,C24,1차 금속 제조업,252,202105,1793,김기호,2.43E+11,20201231,56637000000,SM,758655
1.24E+12,84522000000,20210322,5635000000,74578000000,일반회사,9944000000,케이씨아이,20010103,19910713,20171227,C20,화학 물질 및 화학제품 제조업; 의약품 제외,172,202105,830,이진용,73251000000,20201231,10615000000,삼양,672017
1.24E+12,51688000000,20210326,150000000,48033000000,일반회사,3655000000,한성레미콘,,19940413,20161017,C23,비금속 광물제품 제조업,17,202105,1040,배치중,13914000000,20201231,-686000000,유진,102640
1.24E+12,1.57E+11,20210331,4878000000,82663000000,일반회사,74700000000,신대한정유산업,,19951011,20170103,E38,"폐기물 수집, 운반, 처리 및 원료 재생업",160,202105,1686,김정수,45510000000,20201231,7790000000,IMM인베스트먼트,109054
1.24E+12,17015000000,20210329,333000000,7447000000,일반회사,9568000000,민팃,,20021122,20200901,G46,도매 및 상품 중개업,41,202105,1523,"조성락 , 하성문",46663000000,20201231,2898000000,에스케이,380493
1.24E+12,1.71E+11,20210319,71500000000,58556000000,일반회사,1.12E+11,세아엠앤에스,,20060227,20110103,C24,1차 금속 제조업,74,202105,333,마정락,4.30E+11,20201231,2650000000,세아,391198
1.24E+12,498000000,20210330,100000000,194000000,일반회사,304000000,풍무역세권개발자산관리,,20170515,20170701,L68,부동산업,3,202105,2396,정경서,1165000000,20201231,-57000000,대우건설,1902802139
1.24E+12,393000000,20210326,10000000,-3000000,일반회사,396000000,향산2도시개발,,20170816,20171001,L68,부동산업,0,202105,2520,전준수,,20201231,-2000000,지에스,1903202804
1.24E+12,16022000000,20210326,3038000000,14996000000,일반회사,1026000000,아토메탈테크코리아,,20180403,20180601,C24,1차 금속 제조업,10,202105,1758,안정선,290000000,20201231,-620000000,코오롱,2101202158
1.24E+12,156000000,20210331,100000000,135000000,일반회사,21000000,고촌복합개발자산관리,,20200214,20200401,L68,부동산업,2,202105,27,정경서,892000000,20201231,34000000,대우건설,2301101163
1.24E+12,89742000000,,90000000000,89419000000,일반회사,323000000,서울역북부역세권개발,,20200526,20200701,L68,부동산업,4,202105,309,황규헌,,20201231,-581000000,한화,2301706496
1.24E+12,276000000,20210330,100000000,162000000,일반회사,114000000,걸포도시개발자산관리,,20200527,20200701,L68,부동산업,7,202105,1131,강충구,980000000,20201231,62000000,태영,2301707239
1.24E+12,14000000000,,14000000000,14000000000,ERR,,대전역세권개발피에프브이,,20210105,20210201,L68,부동산업,0,202105,114,황규헌,,20211231,,한화,2401206841
1.25E+12,3852000000,20210324,200000000,2220000000,일반회사,1632000000,이원물류,,20010710,20070702,H49,육상 운송 및 파이프라인 운송업,9,202105,701,박동만,14110000000,20201231,817000000,엘에스,85117
1.25E+12,11435000000,20210329,2000000000,-2367000000,일반회사,13802000000,제이에스아이,,20010829,20180601,C20,화학 물질 및 화학제품 제조업; 의약품 제외,19,202105,727,박경주,12293000000,20201231,-132000000,에스케이,184006
1.30E+12,3.04E+12,20210330,1.89E+11,1.99E+12,일반회사,1.05E+12,에스케이씨,19970718,19730716,19730716,C20,화학 물질 및 화학제품 제조업; 의약품 제외,885,202105,1837,이완재,5.57E+11,20201231,4.60E+11,에스케이,350885
1.30E+12,5.82E+12,20210317,3.88E+11,4.60E+12,일반회사,1.22E+12,삼성전기,19790129,19730808,19730808,C26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11605,202105,1589,경계현,5.60E+12,20201231,3.57E+11,삼성,380733
1.30E+12,5.86E+12,20210329,6.49E+11,1.97E+12,일반회사,3.89E+12,에스케이네트웍스,19770630,19560324,19560324,G46,도매 및 상품 중개업,1839,202105,1813,"최신원, 박상규",8.06E+12,20201231,3777000000,에스케이,610259
1.30E+12,1.21E+12,20210331,1.12E+11,9.67E+11,일반회사,2.46E+11,에스케이디스커버리,19760629,19690701,19690701,M71,전문 서비스업,40,202105,1816,"최창원, 김철, 박찬중",21010000000,20201231,16292000000,에스케이,320706
1.30E+12,2.30E+14,20210317,8.98E+11,1.83E+14,일반회사,4.63E+13,삼성전자,19750611,19690113,19690113,C26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",103685,202105,1590,김기남외2,1.66E+14,20201231,1.56E+13,삼성,380725
1.30E+12,3.57E+11,20210319,8925000000,2.55E+11,일반회사,1.02E+11,캐논코리아비즈니스솔루션,,19850510,19870401,C26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1249,202105,2240,최세환,5.46E+11,20201231,12387000000,롯데,384291
1.30E+12,28555000000,20210326,13775000000,20719000000,일반회사,7835000000,갤럭시아에스엠,19891114,19750506,20110601,R91,스포츠 및 오락관련 서비스업,121,202105,20,이반석,19540000000,20201231,984000000,효성,320358
1.30E+12,1.32E+11,20210325,3932000000,59709000000,일반회사,72204000000,지앤피,,19790808,20040401,C28,전기장비 제조업,215,202105,761,박경일,3.62E+11,20201231,4745000000,엘에스,371076
1.30E+12,1.02E+11,20210318,4388000000,63890000000,일반회사,38421000000,티에스케이엔지니어링,,19590212,20190301,C29,기타 기계 및 장비 제조업,329,202105,933,오창택,1.22E+11,20201231,1834000000,태영,386383
1.30E+12,2.80E+11,20210330,8015000000,2.29E+11,일반회사,50769000000,농업회사법인농우바이오,20020402,19900605,20141001,A01,농업,442,202105,1245,박동섭,98345000000,20201231,7805000000,농협,454958
1.30E+12,22887000000,20210324,2500000000,15038000000,일반회사,7849000000,엔티스,,19870810,19890104,C20,화학 물질 및 화학제품 제조업; 의약품 제외,39,202105,1965,김학성,35963000000,20201231,2194000000,에스케이,1821
